lr_group_0,lr_group_1,step,valid-loss,valid-entity_macro_f1,valid-character_macro_f1,epoch,train-loss
4.072e-05,4.072e-05,99,,,,,
4.061333333333334e-05,4.061333333333334e-05,100,,,,,
4.050666666666667e-05,4.050666666666667e-05,101,,,,,
4.0400000000000006e-05,4.0400000000000006e-05,102,,,,,
4.0293333333333336e-05,4.0293333333333336e-05,103,,,,,
,,90,0.08172836899757385,77.85643748239707,86.04784979602154,0,
4.0186666666666666e-05,4.0186666666666666e-05,105,,,,,
4.008e-05,4.008e-05,106,,,,,
3.997333333333333e-05,3.997333333333333e-05,107,,,,,
3.986666666666667e-05,3.986666666666667e-05,108,,,,,
3.9760000000000006e-05,3.9760000000000006e-05,109,,,,,
3.9653333333333335e-05,3.9653333333333335e-05,110,,,,,
3.954666666666667e-05,3.954666666666667e-05,111,,,,,
,,97,0.07444974035024643,78.59987032104071,86.55459090391679,0,
3.944e-05,3.944e-05,113,,,,,
3.933333333333333e-05,3.933333333333333e-05,114,,,,,
,,99,,,,0,0.0722363218665123
3.922666666666667e-05,3.922666666666667e-05,116,,,,,
3.912e-05,3.912e-05,117,,,,,
3.9013333333333335e-05,3.9013333333333335e-05,118,,,,,
3.890666666666667e-05,3.890666666666667e-05,119,,,,,
3.88e-05,3.88e-05,120,,,,,
,,104,0.07316479086875916,81.31047328759628,88.29850634401801,0,
3.869333333333334e-05,3.869333333333334e-05,122,,,,,
3.858666666666667e-05,3.858666666666667e-05,123,,,,,
3.848e-05,3.848e-05,124,,,,,
3.8373333333333334e-05,3.8373333333333334e-05,125,,,,,
3.8266666666666664e-05,3.8266666666666664e-05,126,,,,,
3.816e-05,3.816e-05,127,,,,,
3.805333333333334e-05,3.805333333333334e-05,128,,,,,
,,111,0.07033967971801758,80.99991372713174,89.2244225987744,0,
3.794666666666667e-05,3.794666666666667e-05,130,,,,,
3.7840000000000004e-05,3.7840000000000004e-05,131,,,,,
3.773333333333334e-05,3.773333333333334e-05,132,,,,,
3.762666666666667e-05,3.762666666666667e-05,133,,,,,
3.752e-05,3.752e-05,134,,,,,
3.7413333333333337e-05,3.7413333333333337e-05,135,,,,,
3.7306666666666666e-05,3.7306666666666666e-05,136,,,,,
,,118,0.06846052408218384,80.90192843091525,87.89760804439267,0,
3.72e-05,3.72e-05,138,,,,,
3.709333333333333e-05,3.709333333333333e-05,139,,,,,
3.698666666666667e-05,3.698666666666667e-05,140,,,,,
3.6880000000000006e-05,3.6880000000000006e-05,141,,,,,
3.6773333333333336e-05,3.6773333333333336e-05,142,,,,,
3.6666666666666666e-05,3.6666666666666666e-05,143,,,,,
3.656e-05,3.656e-05,144,,,,,
,,125,0.06988899409770966,81.2630325338438,87.6352244992175,0,
3.645333333333333e-05,3.645333333333333e-05,146,,,,,
3.634666666666667e-05,3.634666666666667e-05,147,,,,,
3.624e-05,3.624e-05,148,,,,,
3.6133333333333335e-05,3.6133333333333335e-05,149,,,,,
3.602666666666667e-05,3.602666666666667e-05,150,,,,,
3.592e-05,3.592e-05,151,,,,,
3.581333333333334e-05,3.581333333333334e-05,152,,,,,
,,132,0.06815722584724426,80.82976525599476,87.99586462339637,0,
3.570666666666667e-05,3.570666666666667e-05,154,,,,,
3.56e-05,3.56e-05,155,,,,,
3.5493333333333335e-05,3.5493333333333335e-05,156,,,,,
3.538666666666667e-05,3.538666666666667e-05,157,,,,,
3.528e-05,3.528e-05,158,,,,,
3.517333333333334e-05,3.517333333333334e-05,159,,,,,
3.506666666666667e-05,3.506666666666667e-05,160,,,,,
,,139,0.06596490740776062,83.01078286957502,88.92966072983337,0,
3.4960000000000004e-05,3.4960000000000004e-05,162,,,,,
3.4853333333333334e-05,3.4853333333333334e-05,163,,,,,
3.4746666666666664e-05,3.4746666666666664e-05,164,,,,,
3.464e-05,3.464e-05,165,,,,,
3.453333333333334e-05,3.453333333333334e-05,166,,,,,
3.442666666666667e-05,3.442666666666667e-05,167,,,,,
3.4320000000000003e-05,3.4320000000000003e-05,168,,,,,
,,146,0.06371039152145386,85.5692300481651,90.24784527773755,0,
3.421333333333333e-05,3.421333333333333e-05,170,,,,,
3.410666666666667e-05,3.410666666666667e-05,171,,,,,
3.4000000000000007e-05,3.4000000000000007e-05,172,,,,,
,,149,,,,0,0.04448321834206581
3.389333333333333e-05,3.389333333333333e-05,174,,,,,
3.3786666666666666e-05,3.3786666666666666e-05,175,,,,,
3.368e-05,3.368e-05,176,,,,,
3.357333333333333e-05,3.357333333333333e-05,177,,,,,
,,153,0.06881842762231827,85.14372307717736,90.11974008880705,0,
3.346666666666667e-05,3.346666666666667e-05,179,,,,,
3.336e-05,3.336e-05,180,,,,,
3.3253333333333336e-05,3.3253333333333336e-05,181,,,,,
3.314666666666667e-05,3.314666666666667e-05,182,,,,,
3.304e-05,3.304e-05,183,,,,,
3.293333333333333e-05,3.293333333333333e-05,184,,,,,
3.282666666666667e-05,3.282666666666667e-05,185,,,,,
3.272e-05,3.272e-05,186,,,,,
3.2613333333333335e-05,3.2613333333333335e-05,187,,,,,
3.250666666666667e-05,3.250666666666667e-05,188,,,,,
,,163,0.06618636101484299,81.0844247010532,87.76335554830848,1,
3.24e-05,3.24e-05,190,,,,,
3.229333333333334e-05,3.229333333333334e-05,191,,,,,
3.218666666666667e-05,3.218666666666667e-05,192,,,,,
3.208e-05,3.208e-05,193,,,,,
3.1973333333333334e-05,3.1973333333333334e-05,194,,,,,
3.1866666666666664e-05,3.1866666666666664e-05,195,,,,,
3.176e-05,3.176e-05,196,,,,,
,,170,0.07224664837121964,82.52186921419008,88.52374346698194,1,
3.165333333333334e-05,3.165333333333334e-05,198,,,,,
3.154666666666667e-05,3.154666666666667e-05,199,,,,,
3.1440000000000004e-05,3.1440000000000004e-05,200,,,,,
3.1333333333333334e-05,3.1333333333333334e-05,201,,,,,
3.122666666666667e-05,3.122666666666667e-05,202,,,,,
3.112e-05,3.112e-05,203,,,,,
3.101333333333333e-05,3.101333333333333e-05,204,,,,,
,,177,0.07078272104263306,84.2803051181603,89.94126710905796,1,
3.090666666666667e-05,3.090666666666667e-05,206,,,,,
3.08e-05,3.08e-05,207,,,,,
3.069333333333333e-05,3.069333333333333e-05,208,,,,,
3.058666666666667e-05,3.058666666666667e-05,209,,,,,
3.0480000000000003e-05,3.0480000000000003e-05,210,,,,,
3.0373333333333336e-05,3.0373333333333336e-05,211,,,,,
3.0266666666666666e-05,3.0266666666666666e-05,212,,,,,
,,184,0.06320809572935104,83.37902389597367,89.00743770716694,1,
3.016e-05,3.016e-05,214,,,,,
3.0053333333333332e-05,3.0053333333333332e-05,215,,,,,
2.9946666666666666e-05,2.9946666666666666e-05,216,,,,,
2.9840000000000002e-05,2.9840000000000002e-05,217,,,,,
2.9733333333333336e-05,2.9733333333333336e-05,218,,,,,
2.962666666666667e-05,2.962666666666667e-05,219,,,,,
2.9520000000000002e-05,2.9520000000000002e-05,220,,,,,
,,191,0.0653153583407402,82.87131138345597,88.8760863954411,1,
2.941333333333334e-05,2.941333333333334e-05,222,,,,,
2.9306666666666665e-05,2.9306666666666665e-05,223,,,,,
2.9199999999999998e-05,2.9199999999999998e-05,224,,,,,
2.9093333333333335e-05,2.9093333333333335e-05,225,,,,,
2.8986666666666668e-05,2.8986666666666668e-05,226,,,,,
2.888e-05,2.888e-05,227,,,,,
2.8773333333333335e-05,2.8773333333333335e-05,228,,,,,
,,198,0.07295337319374084,82.69947948454335,89.13162816730134,1,
2.8666666666666668e-05,2.8666666666666668e-05,230,,,,,
,,199,,,,1,0.027615174651145935
2.8560000000000004e-05,2.8560000000000004e-05,232,,,,,
2.8453333333333338e-05,2.8453333333333338e-05,233,,,,,
2.8346666666666667e-05,2.8346666666666667e-05,234,,,,,
2.824e-05,2.824e-05,235,,,,,
2.8133333333333334e-05,2.8133333333333334e-05,236,,,,,
2.8026666666666667e-05,2.8026666666666667e-05,237,,,,,
,,205,0.0662340372800827,82.45172341546065,88.36708577887715,1,
2.792e-05,2.792e-05,239,,,,,
2.7813333333333337e-05,2.7813333333333337e-05,240,,,,,
2.770666666666667e-05,2.770666666666667e-05,241,,,,,
2.7600000000000003e-05,2.7600000000000003e-05,242,,,,,
2.7493333333333333e-05,2.7493333333333333e-05,243,,,,,
2.7386666666666666e-05,2.7386666666666666e-05,244,,,,,
2.728e-05,2.728e-05,245,,,,,
,,212,0.06850457191467285,83.19142819977272,90.15151066411457,1,
2.7173333333333333e-05,2.7173333333333333e-05,247,,,,,
2.706666666666667e-05,2.706666666666667e-05,248,,,,,
2.6960000000000003e-05,2.6960000000000003e-05,249,,,,,
2.6853333333333336e-05,2.6853333333333336e-05,250,,,,,
2.674666666666667e-05,2.674666666666667e-05,251,,,,,
2.6640000000000002e-05,2.6640000000000002e-05,252,,,,,
2.6533333333333332e-05,2.6533333333333332e-05,253,,,,,
,,219,0.06761663407087326,82.41038876805509,89.03638133738887,1,
2.6426666666666665e-05,2.6426666666666665e-05,255,,,,,
2.632e-05,2.632e-05,256,,,,,
2.6213333333333335e-05,2.6213333333333335e-05,257,,,,,
2.610666666666667e-05,2.610666666666667e-05,258,,,,,
2.6000000000000002e-05,2.6000000000000002e-05,259,,,,,
2.5893333333333335e-05,2.5893333333333335e-05,260,,,,,
2.578666666666667e-05,2.578666666666667e-05,261,,,,,
,,226,0.06839606165885925,83.73553870380725,91.03949602117034,1,
2.5679999999999998e-05,2.5679999999999998e-05,263,,,,,
2.557333333333333e-05,2.557333333333333e-05,264,,,,,
2.5466666666666668e-05,2.5466666666666668e-05,265,,,,,
2.536e-05,2.536e-05,266,,,,,
2.5253333333333334e-05,2.5253333333333334e-05,267,,,,,
2.5146666666666668e-05,2.5146666666666668e-05,268,,,,,
2.504e-05,2.504e-05,269,,,,,
,,233,0.06360142678022385,86.22250220943518,91.67191782459051,1,
2.4933333333333334e-05,2.4933333333333334e-05,271,,,,,
2.4826666666666667e-05,2.4826666666666667e-05,272,,,,,
2.472e-05,2.472e-05,273,,,,,
2.4613333333333337e-05,2.4613333333333337e-05,274,,,,,
2.4506666666666667e-05,2.4506666666666667e-05,275,,,,,
2.44e-05,2.44e-05,276,,,,,
2.4293333333333333e-05,2.4293333333333333e-05,277,,,,,
,,240,0.05947103351354599,86.46671184063503,91.3950480826548,1,
2.418666666666667e-05,2.418666666666667e-05,279,,,,,
2.408e-05,2.408e-05,280,,,,,
2.3973333333333333e-05,2.3973333333333333e-05,281,,,,,
2.3866666666666666e-05,2.3866666666666666e-05,282,,,,,
2.3760000000000003e-05,2.3760000000000003e-05,283,,,,,
2.3653333333333336e-05,2.3653333333333336e-05,284,,,,,
2.3546666666666666e-05,2.3546666666666666e-05,285,,,,,
,,247,0.0620279423892498,85.74563997986685,90.78016676299993,1,
2.344e-05,2.344e-05,287,,,,,
2.3333333333333336e-05,2.3333333333333336e-05,288,,,,,
,,249,,,,1,0.026359057053923607
2.322666666666667e-05,2.322666666666667e-05,290,,,,,
2.312e-05,2.312e-05,291,,,,,
2.3013333333333335e-05,2.3013333333333335e-05,292,,,,,
2.290666666666667e-05,2.290666666666667e-05,293,,,,,
2.2800000000000002e-05,2.2800000000000002e-05,294,,,,,
,,254,0.06363695859909058,85.85114387535745,90.2572040908339,1,
2.2693333333333332e-05,2.2693333333333332e-05,296,,,,,
2.258666666666667e-05,2.258666666666667e-05,297,,,,,
2.248e-05,2.248e-05,298,,,,,
2.2373333333333335e-05,2.2373333333333335e-05,299,,,,,
2.2266666666666668e-05,2.2266666666666668e-05,300,,,,,
2.216e-05,2.216e-05,301,,,,,
2.2053333333333335e-05,2.2053333333333335e-05,302,,,,,
,,261,0.06287278980016708,87.77734721477842,91.82550971734211,1,
2.1946666666666668e-05,2.1946666666666668e-05,304,,,,,
2.184e-05,2.184e-05,305,,,,,
2.1733333333333334e-05,2.1733333333333334e-05,306,,,,,
2.1626666666666667e-05,2.1626666666666667e-05,307,,,,,
2.152e-05,2.152e-05,308,,,,,
2.1413333333333334e-05,2.1413333333333334e-05,309,,,,,
2.1306666666666667e-05,2.1306666666666667e-05,310,,,,,
,,268,0.062388211488723755,85.63004704887608,90.5844074708399,1,
2.12e-05,2.12e-05,312,,,,,
2.1093333333333334e-05,2.1093333333333334e-05,313,,,,,
2.0986666666666667e-05,2.0986666666666667e-05,314,,,,,
2.0880000000000003e-05,2.0880000000000003e-05,315,,,,,
2.0773333333333333e-05,2.0773333333333333e-05,316,,,,,
2.0666666666666666e-05,2.0666666666666666e-05,317,,,,,
2.0560000000000003e-05,2.0560000000000003e-05,318,,,,,
,,275,0.06271104514598846,84.60993172099255,90.1995147885351,1,
2.0453333333333336e-05,2.0453333333333336e-05,320,,,,,
2.0346666666666666e-05,2.0346666666666666e-05,321,,,,,
2.024e-05,2.024e-05,322,,,,,
2.0133333333333336e-05,2.0133333333333336e-05,323,,,,,
2.002666666666667e-05,2.002666666666667e-05,324,,,,,
1.992e-05,1.992e-05,325,,,,,
1.9813333333333332e-05,1.9813333333333332e-05,326,,,,,
,,282,0.06089668348431587,84.83178846587369,90.4777817704053,1,
1.970666666666667e-05,1.970666666666667e-05,328,,,,,
1.9600000000000002e-05,1.9600000000000002e-05,329,,,,,
1.9493333333333332e-05,1.9493333333333332e-05,330,,,,,
1.938666666666667e-05,1.938666666666667e-05,331,,,,,
1.9280000000000002e-05,1.9280000000000002e-05,332,,,,,
1.9173333333333335e-05,1.9173333333333335e-05,333,,,,,
1.9066666666666668e-05,1.9066666666666668e-05,334,,,,,
,,289,0.06174452230334282,86.19557114921618,91.11282782740324,1,
1.896e-05,1.896e-05,336,,,,,
1.8853333333333335e-05,1.8853333333333335e-05,337,,,,,
1.8746666666666668e-05,1.8746666666666668e-05,338,,,,,
1.864e-05,1.864e-05,339,,,,,
1.8533333333333334e-05,1.8533333333333334e-05,340,,,,,
1.8426666666666668e-05,1.8426666666666668e-05,341,,,,,
1.832e-05,1.832e-05,342,,,,,
,,296,0.06379209458827972,86.40090521137918,91.5921568904079,1,
1.8213333333333334e-05,1.8213333333333334e-05,344,,,,,
1.8106666666666667e-05,1.8106666666666667e-05,345,,,,,
1.8e-05,1.8e-05,346,,,,,
,,299,,,,1,0.026346398517489433
1.7893333333333334e-05,1.7893333333333334e-05,348,,,,,
1.7786666666666667e-05,1.7786666666666667e-05,349,,,,,
1.7680000000000004e-05,1.7680000000000004e-05,350,,,,,
1.7573333333333333e-05,1.7573333333333333e-05,351,,,,,
,,303,0.06380119174718857,85.57115473294849,91.19990364538428,1,
1.7466666666666667e-05,1.7466666666666667e-05,353,,,,,
1.736e-05,1.736e-05,354,,,,,
1.7253333333333336e-05,1.7253333333333336e-05,355,,,,,
1.7146666666666666e-05,1.7146666666666666e-05,356,,,,,
1.704e-05,1.704e-05,357,,,,,
1.6933333333333333e-05,1.6933333333333333e-05,358,,,,,
1.682666666666667e-05,1.682666666666667e-05,359,,,,,
,,310,0.062325067818164825,83.69571322523431,89.45225394790342,1,
1.672e-05,1.672e-05,361,,,,,
1.6613333333333332e-05,1.6613333333333332e-05,362,,,,,
1.650666666666667e-05,1.650666666666667e-05,363,,,,,
1.6400000000000002e-05,1.6400000000000002e-05,364,,,,,
1.6293333333333335e-05,1.6293333333333335e-05,365,,,,,
1.6186666666666665e-05,1.6186666666666665e-05,366,,,,,
1.6080000000000002e-05,1.6080000000000002e-05,367,,,,,
1.5973333333333335e-05,1.5973333333333335e-05,368,,,,,
1.586666666666667e-05,1.586666666666667e-05,369,,,,,
1.5759999999999998e-05,1.5759999999999998e-05,370,,,,,
,,320,0.058861564844846725,87.51377986333468,92.06917016437845,2,
1.5653333333333335e-05,1.5653333333333335e-05,372,,,,,
1.5546666666666668e-05,1.5546666666666668e-05,373,,,,,
1.544e-05,1.544e-05,374,,,,,
1.5333333333333334e-05,1.5333333333333334e-05,375,,,,,
1.5226666666666668e-05,1.5226666666666668e-05,376,,,,,
1.5120000000000001e-05,1.5120000000000001e-05,377,,,,,
1.5013333333333334e-05,1.5013333333333334e-05,378,,,,,
,,327,0.05835304409265518,88.30823313374427,92.62322368621797,2,
1.4906666666666666e-05,1.4906666666666666e-05,380,,,,,
1.48e-05,1.48e-05,381,,,,,
1.4693333333333334e-05,1.4693333333333334e-05,382,,,,,
1.4586666666666669e-05,1.4586666666666669e-05,383,,,,,
1.4480000000000002e-05,1.4480000000000002e-05,384,,,,,
1.4373333333333334e-05,1.4373333333333334e-05,385,,,,,
1.4266666666666667e-05,1.4266666666666667e-05,386,,,,,
,,334,0.05855485051870346,87.87375860301833,92.07149899496761,2,
1.4160000000000002e-05,1.4160000000000002e-05,388,,,,,
1.4053333333333335e-05,1.4053333333333335e-05,389,,,,,
1.3946666666666666e-05,1.3946666666666666e-05,390,,,,,
1.384e-05,1.384e-05,391,,,,,
1.3733333333333335e-05,1.3733333333333335e-05,392,,,,,
1.3626666666666668e-05,1.3626666666666668e-05,393,,,,,
1.352e-05,1.352e-05,394,,,,,
,,341,0.06066496670246124,87.34223474590017,91.22425418372644,2,
1.3413333333333333e-05,1.3413333333333333e-05,396,,,,,
1.3306666666666667e-05,1.3306666666666667e-05,397,,,,,
1.32e-05,1.32e-05,398,,,,,
1.3093333333333336e-05,1.3093333333333336e-05,399,,,,,
1.2986666666666667e-05,1.2986666666666667e-05,400,,,,,
1.288e-05,1.288e-05,401,,,,,
1.2773333333333334e-05,1.2773333333333334e-05,402,,,,,
,,348,0.06265206634998322,86.04044288053352,90.70317853319803,2,
1.2666666666666668e-05,1.2666666666666668e-05,404,,,,,
,,349,,,,2,0.03150739148259163
1.256e-05,1.256e-05,406,,,,,
1.2453333333333333e-05,1.2453333333333333e-05,407,,,,,
1.2346666666666668e-05,1.2346666666666668e-05,408,,,,,
1.224e-05,1.224e-05,409,,,,,
1.2133333333333335e-05,1.2133333333333335e-05,410,,,,,
1.2026666666666666e-05,1.2026666666666666e-05,411,,,,,
,,355,0.0646289810538292,84.51807907080533,90.06204525855625,2,
1.1920000000000001e-05,1.1920000000000001e-05,413,,,,,
1.1813333333333334e-05,1.1813333333333334e-05,414,,,,,
1.1706666666666668e-05,1.1706666666666668e-05,415,,,,,
1.16e-05,1.16e-05,416,,,,,
1.1493333333333334e-05,1.1493333333333334e-05,417,,,,,
1.1386666666666667e-05,1.1386666666666667e-05,418,,,,,
1.128e-05,1.128e-05,419,,,,,
,,362,0.06498950719833374,85.27792833601994,90.08607281581232,2,
1.1173333333333334e-05,1.1173333333333334e-05,421,,,,,
1.1066666666666667e-05,1.1066666666666667e-05,422,,,,,
1.096e-05,1.096e-05,423,,,,,
1.0853333333333333e-05,1.0853333333333333e-05,424,,,,,
1.0746666666666667e-05,1.0746666666666667e-05,425,,,,,
1.064e-05,1.064e-05,426,,,,,
1.0533333333333335e-05,1.0533333333333335e-05,427,,,,,
,,369,0.06561874598264694,85.92925880861239,90.72346002095695,2,
1.0426666666666666e-05,1.0426666666666666e-05,429,,,,,
1.0320000000000001e-05,1.0320000000000001e-05,430,,,,,
1.0213333333333334e-05,1.0213333333333334e-05,431,,,,,
1.0106666666666668e-05,1.0106666666666668e-05,432,,,,,
1e-05,1e-05,433,,,,,
9.893333333333334e-06,9.893333333333334e-06,434,,,,,
9.786666666666667e-06,9.786666666666667e-06,435,,,,,
,,376,0.06477493047714233,86.52890952999637,91.4235673150704,2,
9.68e-06,9.68e-06,437,,,,,
9.573333333333334e-06,9.573333333333334e-06,438,,,,,
9.466666666666667e-06,9.466666666666667e-06,439,,,,,
9.36e-06,9.36e-06,440,,,,,
9.253333333333333e-06,9.253333333333333e-06,441,,,,,
9.146666666666667e-06,9.146666666666667e-06,442,,,,,
9.04e-06,9.04e-06,443,,,,,
,,383,0.06476684659719467,85.05035435870377,90.44176313253122,2,
8.933333333333333e-06,8.933333333333333e-06,445,,,,,
8.826666666666666e-06,8.826666666666666e-06,446,,,,,
8.720000000000001e-06,8.720000000000001e-06,447,,,,,
8.613333333333334e-06,8.613333333333334e-06,448,,,,,
8.506666666666668e-06,8.506666666666668e-06,449,,,,,
8.400000000000001e-06,8.400000000000001e-06,450,,,,,
8.293333333333334e-06,8.293333333333334e-06,451,,,,,
,,390,0.06579121947288513,84.79685197616791,90.2946566011397,2,
8.186666666666667e-06,8.186666666666667e-06,453,,,,,
8.08e-06,8.08e-06,454,,,,,
7.973333333333334e-06,7.973333333333334e-06,455,,,,,
7.866666666666667e-06,7.866666666666667e-06,456,,,,,
7.76e-06,7.76e-06,457,,,,,
7.653333333333333e-06,7.653333333333333e-06,458,,,,,
7.5466666666666675e-06,7.5466666666666675e-06,459,,,,,
,,397,0.06530462950468063,85.59943150415643,90.61270476760754,2,
7.44e-06,7.44e-06,461,,,,,
7.333333333333334e-06,7.333333333333334e-06,462,,,,,
,,399,,,,2,0.03216249495744705
7.226666666666668e-06,7.226666666666668e-06,464,,,,,
7.1200000000000004e-06,7.1200000000000004e-06,465,,,,,
7.0133333333333345e-06,7.0133333333333345e-06,466,,,,,
6.906666666666667e-06,6.906666666666667e-06,467,,,,,
6.800000000000001e-06,6.800000000000001e-06,468,,,,,
,,404,0.06390548497438431,85.08126882266454,90.55175430549731,2,
6.693333333333333e-06,6.693333333333333e-06,470,,,,,
6.586666666666667e-06,6.586666666666667e-06,471,,,,,
6.48e-06,6.48e-06,472,,,,,
6.373333333333334e-06,6.373333333333334e-06,473,,,,,
6.266666666666666e-06,6.266666666666666e-06,474,,,,,
6.16e-06,6.16e-06,475,,,,,
6.0533333333333335e-06,6.0533333333333335e-06,476,,,,,
,,411,0.0633033737540245,85.17112218941753,90.63649983864143,2,
5.946666666666667e-06,5.946666666666667e-06,478,,,,,
5.84e-06,5.84e-06,479,,,,,
5.733333333333333e-06,5.733333333333333e-06,480,,,,,
5.626666666666667e-06,5.626666666666667e-06,481,,,,,
5.5200000000000005e-06,5.5200000000000005e-06,482,,,,,
5.413333333333334e-06,5.413333333333334e-06,483,,,,,
5.306666666666667e-06,5.306666666666667e-06,484,,,,,
,,418,0.06323674321174622,85.52209391422937,90.57622470133606,2,
5.2e-06,5.2e-06,486,,,,,
